mapping, replan, sfc, mpc, 
0, 0.000161, 0.363016, 2.47648, 
0, 0.000166, 0.603421, 2.30615, 
0, 0.000194, 0.528572, 2.22683, 
0, 0.000184, 0.389085, 2.3511, 
1.82869, 0.178399, 0.307489, 2.33613, 
0, 0.000151, 0.348129, 2.21619, 
0, 0.000122, 0.371097, 2.49313, 
0, 0.000153, 0.721791, 2.36496, 
0, 0.000253, 0.306958, 2.30048, 
1.11291, 0.210453, 0.351994, 2.31545, 
0, 0.000149, 0.71562, 2.31695, 
0, 0.000273, 0.746487, 2.31506, 
0, 5.4e-05, 0.346967, 2.40612, 
0, 0.000158, 0.405725, 2.55863, 
1.49979, 0.189964, 0.570906, 2.61703, 
0, 0.00013, 0.760273, 2.29632, 
0, 5.9e-05, 0.322229, 2.4353, 
0, 0.000234, 0.421857, 2.4384, 
0, 0.000251, 0.359849, 2.40236, 
1.25608, 0.399348, 0.936562, 2.32333, 
0, 0.000199, 0.510282, 3.04163, 
0, 5.7e-05, 0.378959, 2.22109, 
0, 7.5e-05, 0.37232, 2.33012, 
0, 6.2e-05, 0.382455, 2.37368, 
0, 0.000175, 0.445536, 2.48907, 
2.13645, 0.165459, 0.277655, 2.4274, 
0, 0.000479, 0.504566, 2.50821, 
0, 4.8e-05, 0.350986, 2.31717, 
0, 0.000247, 0.419409, 2.4596, 
2.22031, 0.326008, 0.322245, 2.42059, 
0, 5.1e-05, 0.376871, 2.49337, 
0, 6.3e-05, 0.364421, 2.24122, 
0, 0.000208, 0.381828, 2.38962, 
0, 0.000181, 0.52436, 2.6602, 
1.8863, 0.167787, 0.35062, 2.46539, 
0, 0.000172, 0.306629, 2.35058, 
0, 0.000152, 0.315803, 2.34789, 
0, 0.000146, 0.352086, 2.43919, 
0, 0.000127, 0.396177, 2.44059, 
0, 0.000259, 0.463486, 2.53198, 
1.9385, 0.249417, 0.345074, 2.48985, 
0, 0.00039, 0.612881, 2.55878, 
0, 0.000181, 0.302445, 2.59828, 
0, 0.000154, 0.736375, 2.686, 
1.17762, 0.450333, 0.507247, 2.35864, 
0, 5.8e-05, 0.325669, 2.59584, 
0, 0.000157, 0.332705, 2.32094, 
0, 0.000155, 0.33571, 2.38504, 
0, 0.000228, 0.819934, 2.54339, 
1.80453, 0.169209, 0.332838, 2.19792, 
0, 0.000203, 0.358837, 2.18189, 
0, 5.8e-05, 0.334844, 2.29784, 
0, 7.5e-05, 0.414745, 2.13378, 
0, 0.000138, 0.775784, 2.13096, 
1.47594, 0.285352, 0.25947, 2.15076, 
0, 0.00018, 0.327058, 1.91037, 
0, 0.00019, 0.32971, 2.36748, 
0, 0.00017, 0.286109, 2.08412, 
0, 4.9e-05, 0.272899, 2.12734, 
0, 0.0002, 0.283632, 2.20049, 
1.42393, 0.297216, 0.235286, 2.2566, 
0, 5.7e-05, 0.278712, 2.01298, 
0, 7.8e-05, 0.278376, 2.36497, 
0, 0.000268, 0.358283, 2.26767, 
1.16123, 0.215906, 0.340021, 2.3373, 
0, 5.8e-05, 0.268717, 2.01453, 
0, 0.00017, 0.27585, 2.19642, 
0, 6e-05, 0.250044, 2.0448, 
0, 0.000135, 0.318695, 2.3513, 
1.35568, 0.000229, 0.274957, 2.21401, 
0, 0.000158, 0.321271, 2.12973, 
0, 0.000147, 0.306944, 2.15897, 
0, 0.000282, 0.182556, 1.86854, 
0, 0.000195, 0.285776, 2.32055, 
1.24902, 0.000186, 0.372269, 2.47165, 
0, 0.000212, 0.35499, 2.53392, 
0, 3.5e-05, 0.28959, 2.13696, 
0, 0.000151, 0.277658, 2.26687, 
0, 0.000318, 0.389523, 2.44908, 
1.41823, 0.174866, 0.31611, 2.08441, 
0, 0.000158, 0.26378, 2.10965, 
0, 0.000175, 0.373339, 2.06364, 
0, 0.000205, 0.286488, 2.18096, 
0, 0.000249, 0.38041, 2.36859, 
1.14422, 5.6e-05, 0.272054, 2.17198, 
0, 6.2e-05, 0.297534, 2.13591, 
0, 0.000176, 0.305437, 2.23692, 
0, 0.000154, 0.269424, 2.31699, 
0, 5.1e-05, 0.826913, 2.5677, 
1.58325, 0.000146, 0.353765, 2.27516, 
0, 0.000205, 0.277627, 2.15538, 
0, 7.4e-05, 0.290989, 2.09198, 
0, 5.8e-05, 0.218538, 1.91939, 
0, 0.00021, 0.435471, 1.83899, 
1.22, 5.5e-05, 0.202494, 1.70416, 
0, 0.000161, 0.207276, 1.4457, 
0, 0.000249, 0.202906, 1.62334, 
0, 0.000158, 0.186314, 1.56331, 
0, 0.000133, 0.219004, 1.69118, 
1.11664, 7.7e-05, 0.189529, 1.73453, 
0, 5.7e-05, 0.394993, 2.05604, 
0, 0.000132, 0.258623, 1.7051, 
0, 0.000126, 0.301687, 1.7659, 
0, 0.000153, 0.316246, 1.80477, 
1.22945, 0.000234, 0.293574, 1.90882, 
0, 0.000168, 0.260713, 1.86799, 
0, 6.5e-05, 0.335671, 1.87277, 
0, 0.000274, 0.340518, 2.11369, 
0, 0.000265, 0.309346, 2.75448, 
1.40371, 0.000181, 0.288546, 2.05252, 
0, 6.9e-05, 0.396762, 2.04447, 
0, 0.000189, 0.395631, 2.29709, 
0, 0.000197, 0.28965, 1.91372, 
0, 0.000128, 0.262454, 1.86472, 
1.52453, 0.000216, 0.270395, 1.97686, 
0, 0.000159, 0.264348, 1.87628, 
0, 0.000188, 0.280052, 1.86787, 
0, 0.000131, 0.269523, 1.8661, 
0, 0.000181, 0.263946, 1.95124, 
1.56726, 0.000398, 0.48881, 2.99641, 
0, 0.000215, 0.281085, 2.06582, 
0, 0.00013, 0.303192, 1.98937, 
0, 0.000182, 0.316808, 2.03066, 
0, 6.3e-05, 0.330983, 2.08509, 
2.04765, 8.6e-05, 0.384365, 2.18386, 
0, 0.000206, 0.312576, 2.06285, 
0, 0.000162, 0.290244, 2.10674, 
0, 0.000135, 0.290353, 2.06577, 
0, 0.000194, 0.303775, 1.85588, 
2.12624, 6.3e-05, 0.283463, 1.82386, 
0, 0.000162, 0.278035, 1.89131, 
0, 0.000168, 0.291631, 1.98389, 
0, 0.000256, 0.294016, 1.94959, 
0, 0.000158, 0.274359, 1.73001, 
1.73515, 0.000169, 0.286888, 2.374, 
0, 0.000185, 0.329226, 3.34965, 
0, 0.00019, 0.582901, 2.45917, 
0, 0.000143, 0.256787, 1.83239, 
0, 7.2e-05, 0.302368, 2.1285, 
2.0206, 0.000206, 0.295294, 2.14824, 
0, 0.000394, 0.42372, 2.08552, 
0, 0.000155, 0.351782, 1.92229, 
0, 0.000157, 0.30263, 2.01204, 
0, 5.6e-05, 0.409006, 2.08442, 
1.21306, 0.000155, 0.279407, 1.94635, 
0, 5.8e-05, 0.330393, 1.98578, 
0, 0.000256, 0.398223, 2.20503, 
0, 0.000186, 0.355413, 2.15809, 
0, 0.000215, 0.356712, 2.67297, 
2.00762, 0.000198, 0.307393, 2.3187, 
0, 0.000283, 0.325384, 1.94, 
0, 0.000353, 0.447845, 3.27032, 
0, 0.000155, 0.271054, 1.87096, 
0, 0.000147, 0.318087, 2.11536, 
1.74939, 0.00043, 0.400865, 1.97078, 
0, 0.000345, 0.314315, 2.02646, 
0, 0.00022, 0.366465, 1.98812, 
0, 0.000199, 0.295137, 1.81694, 
0, 0.000149, 0.286212, 1.829, 
1.40762, 0.00016, 0.371927, 2.10069, 
0, 4.9e-05, 0.275049, 1.96092, 
0, 0.000259, 0.368123, 2.27186, 
0, 0.00022, 0.307493, 1.94168, 
0, 0.000143, 0.291449, 1.8496, 
1.33114, 0.000139, 0.358198, 1.93211, 
0, 0.000181, 0.288577, 1.92939, 
0, 3.4e-05, 0.269475, 1.76309, 
0, 0.000135, 0.277762, 1.86328, 
0, 0.000199, 0.304427, 1.90913, 
2.23549, 6.5e-05, 0.307121, 1.94297, 
0, 0.000133, 0.304099, 1.97229, 
0, 0.00021, 0.245293, 1.79799, 
0, 0.000158, 0.285258, 1.95051, 
0, 0.000153, 0.282389, 2.06742, 
1.91851, 0.000264, 0.303727, 2.05677, 
0, 0.000155, 0.28858, 3.16034, 
0, 0.000151, 0.300526, 1.97478, 
0, 3.5e-05, 0.265996, 1.94591, 
0, 3.7e-05, 0.50683, 2.25392, 
1.304, 0.000155, 0.250972, 2.08921, 
0, 0.000178, 0.250559, 2.2404, 
0, 0.000171, 0.257896, 2.34092, 
0, 3.7e-05, 0.219, 2.043, 
0, 0.000255, 0.296691, 2.16885, 
1.7874, 5e-05, 0.29558, 2.11044, 
0, 0.000175, 0.299666, 2.18606, 
0, 0.000262, 0.342812, 2.23756, 
0, 5.7e-05, 0.31332, 2.18766, 
0, 0.000143, 0.287177, 2.0808, 
0, 0.000345, 0.109319, 1.10157, 
0, 5e-05, 0.329602, 2.31601, 
0, 5.7e-05, 0.306101, 2.06481, 
0, 0.000143, 0.303042, 2.10302, 
0, 0.000469, 0.345837, 2.32236, 
2.32481, 0.000323, 1.07594, 2.32431, 
0, 0.000145, 0.28981, 2.56842, 
0, 0.000206, 0.547609, 2.58921, 
0, 0.000183, 0.324172, 2.05508, 
0, 0.000179, 0.289623, 2.01124, 
1.29645, 0.000174, 0.434969, 2.17827, 
0, 5.1e-05, 0.304306, 2.01243, 
0, 6.1e-05, 0.308878, 3.36122, 
0, 0.000152, 0.459506, 2.06318, 
0, 0.000139, 0.31212, 2.14857, 
1.36501, 0.164566, 0.362258, 2.4529, 
0, 5.9e-05, 0.361121, 2.45253, 
0, 0.000125, 0.325526, 2.49975, 
0, 0.000442, 0.377396, 7.10526, 
0, 0.000182, 0.310356, 4.06213, 
0, 0.000115, 0.371477, 2.42942, 
2.29816, 0.2182, 0.839109, 2.96208, 
0, 0.000104, 0.385955, 2.61279, 
0, 3.8e-05, 0.343491, 2.2491, 
0, 0.000119, 0.290713, 2.32922, 
1.23998, 0.175994, 0.290584, 2.64654, 
0, 4.4e-05, 0.298466, 4.12866, 
0, 0.00017, 0.321267, 4.7353, 
0, 3.6e-05, 0.371199, 2.47686, 
0, 0.000171, 0.495356, 2.2732, 
0, 0.000201, 0.289232, 2.2231, 
1.51208, 0.368459, 0.509245, 2.27616, 
0, 6e-05, 0.607459, 3.86197, 
0, 0.000207, 0.310532, 4.0344, 
0, 0.000379, 0.800592, 3.70508, 
0, 0.000158, 0.647498, 4.76368, 
1.45498, 0.329356, 0.399397, 4.70936, 
0, 0.000135, 0.626877, 2.18065, 
0, 0.000166, 0.301466, 2.02805, 
0, 0.000133, 0.727551, 2.10056, 
1.13399, 0.313142, 0.609637, 2.06216, 
0, 0.000154, 0.347881, 2.08382, 
0, 7.6e-05, 0.390111, 2.12074, 
0, 8.2e-05, 0.549364, 2.1657, 
0, 0.00017, 0.292455, 3.19869, 
1.18602, 0.379631, 0.636444, 4.49588, 
0, 0.00018, 0.410567, 3.33039, 
0, 0.000147, 0.652697, 4.37027, 
0, 0.000164, 0.313276, 3.09829, 
0, 0.000129, 0.697589, 3.84621, 
1.18586, 0.168935, 0.360529, 4.47372, 
0, 0.000154, 0.71162, 4.30511, 
0, 0.00021, 0.356267, 2.78184, 
0, 8.6e-05, 0.338286, 2.51645, 
0, 0.000153, 0.592601, 2.11569, 
0, 5.2e-05, 0.55471, 2.71452, 
1.33551, 0.180929, 0.269185, 4.60378, 
0, 0.000156, 0.522565, 4.00678, 
0, 0.000163, 0.308087, 2.08857, 
0, 0.000238, 0.821475, 2.16035, 
0, 6.4e-05, 0.740228, 2.77248, 
1.24289, 0.368757, 0.6894, 2.37202, 
0, 5.9e-05, 0.991374, 3.69958, 
0, 0.000156, 0.344386, 3.81571, 
0, 0.000336, 0.471265, 4.61593, 
1.34466, 4.2e-05, 0.07273, 1.07198, 
0, 0.000189, 0.369634, 3.73167, 
0, 6e-05, 0.365416, 4.73473, 
0, 0.000164, 0.339189, 3.55826, 
0, 0.000137, 0.303355, 2.45931, 
1.05723, 0.000132, 0.382059, 4.08174, 
0, 0.000179, 0.320804, 2.51764, 
0, 0.000161, 0.277336, 1.93538, 
0, 0.000199, 0.287272, 1.90503, 
0, 0.000177, 0.268091, 2.4633, 
0, 0.00018, 0.260741, 2.82775, 
1.52746, 6.5e-05, 0.301475, 3.40307, 
0, 5.6e-05, 0.239446, 2.25435, 
0, 0.000232, 0.357091, 1.91646, 
0, 0.000169, 0.267128, 2.02388, 
0, 5.1e-05, 0.270586, 2.10953, 
1.59239, 0.000212, 0.438175, 2.36673, 
0, 0.000338, 0.437345, 2.59158, 
0, 0.000181, 0.276555, 2.67697, 
0, 0.000148, 0.297094, 2.68695, 
1.23265, 0.000132, 0.286496, 4.00123, 
0, 0.000144, 0.304256, 2.2872, 
0, 0.00016, 0.371726, 3.21611, 
0, 3.7e-05, 0.295792, 4.21543, 
0, 4.8e-05, 0.387203, 1.9053, 
1.18741, 0.000145, 0.283785, 2.19014, 
0, 0.000163, 0.263659, 2.1531, 
0, 0.000149, 0.276958, 2.04712, 
0, 0.00018, 0.564475, 2.06398, 
0, 0.000179, 0.258398, 2.15249, 
0, 0.000194, 0.278997, 3.12627, 
1.10113, 0.000246, 0.345393, 3.19766, 
0, 0.000243, 0.312283, 3.89248, 
0, 0.000167, 0.262782, 3.5439, 
0, 0.000138, 0.279238, 3.44634, 
1.24519, 0.000223, 0.632043, 5.10508, 
0, 0.000257, 0.653631, 5.16503, 
0, 6.6e-05, 0.295216, 3.26883, 
0, 5.8e-05, 0.669533, 2.34523, 
0, 0.000169, 0.331881, 4.41699, 
1.38502, 0.31978, 0.708097, 2.37245, 
0, 6.4e-05, 0.375859, 2.12092, 
0, 0.000129, 0.296753, 2.11195, 
0, 0.000159, 0.59131, 2.09036, 
0, 6.1e-05, 0.387128, 2.23179, 
1.15551, 0.239161, 0.405221, 3.36187, 
0, 4.6e-05, 0.305565, 2.24868, 
0, 0.000151, 0.223599, 3.66781, 
0, 0.000174, 0.228639, 3.70707, 
0, 0.000145, 0.229535, 3.58563, 
1.30729, 0.222179, 0.352184, 2.32092, 
0, 0.000148, 0.305136, 2.13939, 
0, 0.000177, 0.305653, 2.3295, 
0, 0.000163, 0.313484, 2.44748, 
0, 0.000178, 0.304695, 2.35775, 
1.82728, 0.216664, 0.311538, 2.99083, 
0, 0.000195, 0.393772, 3.77183, 
0, 0.000185, 0.339342, 3.27732, 
0, 0.000128, 0.303636, 4.97287, 
0, 5.9e-05, 0.317864, 3.90629, 
1.44862, 0.245599, 0.389651, 4.87759, 
0, 0.000203, 0.542968, 4.90165, 
0, 5.4e-05, 0.459877, 4.93255, 
0, 7e-05, 0.535619, 5.94673, 
0, 0.000149, 0.365288, 5.25162, 
1.4925, 0.000256, 0.917581, 5.24026, 
0, 0.230021, 0.422896, 4.90969, 
0, 0.00013, 0.43027, 4.02491, 
0, 0.000203, 0.375209, 4.2592, 
0, 0.000212, 0.861429, 3.42365, 
0, 6e-05, 1.12698, 5.34066, 
1.60802, 0.18149, 0.425467, 3.11817, 
0, 0.000232, 0.76273, 3.90829, 
0, 0.000186, 0.859485, 4.50503, 
0, 0.000185, 0.445142, 3.22067, 
1.80765, 0.194744, 0.570342, 4.99074, 
0, 0.000182, 0.774584, 4.80644, 
0, 0.000196, 0.420712, 3.81902, 
0, 3.9e-05, 1.00673, 3.14982, 
0, 0.000246, 0.798455, 3.82408, 
1.3762, 0.325859, 0.8802, 4.3236, 
0, 0.000153, 0.539371, 5.09505, 
0, 0.000144, 0.465541, 5.25125, 
0, 0.000233, 0.549443, 4.09072, 
0, 0.000421, 1.16014, 5.1057, 
2.13205, 0.193056, 0.349965, 3.87212, 
0, 0.000196, 0.946879, 5.97494, 
0, 6.9e-05, 0.338503, 3.50879, 
0, 0.000185, 0.605288, 5.28487, 
0, 6.2e-05, 0.647054, 3.79594, 
1.38989, 0.213293, 0.540516, 4.95939, 
0, 0.000164, 0.43434, 6.0827, 
0, 0.00021, 0.835354, 3.88805, 
0, 0.000127, 0.814913, 3.7035, 
0, 5e-05, 0.674294, 4.63155, 
0, 0.000281, 0.461345, 4.2418, 
1.25576, 0.17065, 0.4122, 2.75759, 
0, 0.000212, 0.334276, 2.80957, 
0, 0.000258, 0.334575, 3.04499, 
0, 0.000199, 0.73388, 2.73562, 
1.84279, 0.171147, 0.391978, 3.52291, 
0, 7e-05, 0.51617, 3.23081, 
0, 0.00032, 0.636305, 4.6519, 
0, 9.3e-05, 0.487375, 3.5906, 
0, 0.000122, 0.353499, 3.51016, 
1.50236, 6e-05, 0.176504, 1.07379, 
0, 0.229608, 0.531126, 6.5966, 
0, 0.000155, 0.415391, 3.84687, 
0, 0.000268, 0.43514, 5.20747, 
0, 0.000165, 0.36753, 4.83344, 
1.2331, 0.358308, 0.592282, 3.81937, 
0, 0.000172, 0.409275, 2.3233, 
0, 0.000219, 0.666013, 2.01301, 
0, 0.000257, 0.470397, 2.7173, 
0, 0.000161, 0.316584, 1.88241, 
1.73209, 0.154209, 0.244133, 1.75335, 
0, 0.000209, 0.837916, 1.82698, 
0, 5.4e-05, 0.319029, 1.82221, 
0, 0.000138, 0.657728, 1.82699, 
0, 5.7e-05, 0.66639, 1.84668, 
1.10183, 0.520409, 0.997656, 4.00322, 
0, 0.000141, 1.15331, 4.63647, 
0, 0.000197, 0.484168, 4.60212, 
0, 0.00018, 0.592347, 4.00385, 
0, 0.000212, 0.801736, 4.68386, 
1.14798, 0.251079, 0.574079, 2.12572, 
0, 0.000168, 0.666344, 2.12301, 
0, 0.000156, 0.391231, 2.20756, 
0, 6.5e-05, 0.344138, 2.39219, 
0, 0.00015, 0.830703, 2.94028, 
1.24278, 0.142777, 0.429549, 2.3437, 
0, 0.000131, 0.747802, 2.63281, 
0, 0.000172, 0.799434, 3.03716, 
0, 7.6e-05, 0.396731, 3.15017, 
0, 0.000164, 0.34531, 2.89951, 
1.1967, 0.327291, 0.720831, 2.66701, 
0, 0.000314, 0.373242, 2.17512, 
0, 0.000222, 0.775857, 2.23903, 
0, 0.000274, 0.86251, 2.46443, 
0, 0.000283, 0.630434, 2.47771, 
1.52661, 0.305325, 0.602161, 3.39717, 
0, 0.000155, 0.492732, 1.98514, 
0, 0.000157, 0.908649, 2.20545, 
0, 0.000157, 0.318405, 2.23961, 
0, 0.000228, 0.43389, 2.70859, 
1.24087, 0.000135, 0.324285, 2.71833, 
0, 0.000281, 0.417573, 2.27735, 
0, 0.000135, 0.717449, 2.2982, 
0, 0.000213, 0.337264, 2.76508, 
0, 5.2e-05, 0.314818, 2.55358, 
1.14562, 0.283964, 0.265325, 2.18868, 
0, 5.2e-05, 0.330098, 2.51666, 
0, 0.00013, 0.314366, 2.47332, 
0, 0.00034, 0.402183, 2.25528, 
0, 8.2e-05, 0.243563, 1.77368, 
0, 0.000171, 0.240801, 1.88, 
1.1318, 5.8e-05, 0.263979, 1.81359, 
0, 3.6e-05, 0.262685, 2.20555, 
0, 0.000254, 0.329162, 2.07199, 
0, 0.000174, 0.279877, 2.12156, 
0, 0.000169, 0.265518, 2.09945, 
1.17251, 0.184745, 0.232555, 2.17339, 
0, 0.000202, 0.222124, 1.87513, 
0, 0.000227, 0.227288, 1.76114, 
0, 0.000143, 0.210824, 1.76749, 
1.26002, 0.26936, 0.216517, 2.22274, 
0, 0.000164, 0.167321, 1.579, 
0, 5.8e-05, 0.164204, 1.60035, 
0, 0.000714, 0.251617, 1.76838, 
0, 0.000224, 0.256518, 1.69415, 
1.04214, 0.304561, 0.407882, 1.9442, 
0, 0.000185, 0.261249, 1.78457, 
0, 0.000147, 0.227204, 1.78688, 
0, 0.000152, 0.300258, 1.87157, 
0, 0.000163, 0.252055, 1.8149, 
1.32946, 0.000119, 0.243174, 1.70989, 
0, 6.1e-05, 0.251141, 1.72096, 
0, 0.000356, 0.255991, 1.8693, 
0, 0.000154, 0.259529, 1.78403, 
0, 0.000162, 0.232715, 1.83419, 
1.32837, 6.6e-05, 0.263547, 2.08515, 
0, 0.000123, 0.321777, 2.0044, 
0, 0.00015, 0.265628, 1.83643, 
0, 3.5e-05, 0.247891, 1.67089, 
0, 0.000149, 0.274247, 1.78652, 
1.3124, 0.000172, 0.243371, 1.78096, 
0, 0.000265, 0.303202, 1.85074, 
0, 0.000267, 0.301025, 1.76667, 
0, 0.000149, 0.294586, 1.89842, 
0, 0.000163, 0.336552, 2.24831, 
1.34059, 0.000239, 0.627595, 2.17806, 
0, 5.2e-05, 0.391463, 2.30353, 
0, 5.3e-05, 0.440534, 2.69227, 
0, 0.000135, 0.31932, 3.40398, 
0, 3.6e-05, 0.281546, 2.13334, 
1.08665, 0.000147, 0.328911, 2.4673, 
0, 0.000149, 0.338173, 2.15446, 
0, 0.000134, 0.26856, 2.09884, 
0, 0.000195, 0.332853, 2.11171, 
0, 0.000192, 0.314786, 3.083, 
1.15661, 9.8e-05, 0.313121, 3.98168, 
0, 0.000173, 0.276407, 3.41845, 
0, 0.000173, 0.372333, 3.87537, 
0, 0.000215, 0.275672, 3.42834, 
0, 6.4e-05, 0.313467, 2.93652, 
1.04291, 0.000247, 0.343139, 3.8456, 
0, 0.000168, 0.309255, 2.09839, 
0, 0.000122, 0.292974, 3.38567, 
0, 0.000133, 0.292327, 3.87458, 
0, 0.000316, 0.30176, 3.51918, 
1.21589, 7.1e-05, 0.351503, 4.28233, 
0, 7.3e-05, 0.333892, 3.61723, 
0, 4.3e-05, 0.30316, 4.08898, 
0, 0.000136, 0.409851, 3.71497, 
0, 0.000186, 0.307213, 4.06569, 
1.20379, 0.000248, 0.36976, 4.27337, 
0, 0.000129, 0.315938, 3.77058, 
0, 0.000141, 0.278275, 3.40119, 
0, 8.1e-05, 0.302275, 3.64105, 
0, 0.000207, 0.310157, 3.88475, 
1.43071, 7.8e-05, 0.284898, 3.7732, 
0, 0.000151, 0.35802, 3.89511, 
0, 0.000157, 0.276919, 3.65786, 
0, 6.2e-05, 0.300338, 3.51572, 
0, 0.000138, 0.318879, 3.93184, 
0.999977, 0.000164, 0.331375, 3.89894, 
0, 0.000131, 0.263419, 3.75835, 
0, 0.000168, 0.260085, 3.70598, 
0, 0.000176, 0.304405, 3.60734, 
0, 0.000168, 0.316327, 4.10207, 
1.2598, 0.000128, 0.265119, 3.43158, 
0, 0.000155, 0.345219, 8.48476, 
0, 0.000128, 0.33076, 5.08598, 
0, 0.00015, 0.298968, 4.88879, 
0, 0.000209, 0.287559, 5.40809, 
1.04398, 0.000178, 0.326696, 6.47666, 
0, 4.4e-05, 0.294497, 6.14407, 
0, 9.8e-05, 0.299711, 4.80418, 
0, 0.000147, 0.270206, 5.74828, 
0, 0.000159, 0.261781, 4.92303, 
1.68348, 0.000743, 0.491438, 4.82763, 
0, 0.000282, 0.370565, 4.78586, 
0, 0.000135, 0.395254, 5.31219, 
0, 0.000156, 0.256571, 3.22561, 
0, 4.8e-05, 0.255877, 4.57199, 
1.24531, 0.000154, 0.293955, 3.1386, 
0, 0.000175, 0.266978, 3.64261, 
0, 5.3e-05, 0.248342, 2.94482, 
0, 0.00013, 0.232606, 4.58947, 
0, 0.000253, 0.266361, 5.01825, 
1.10568, 0.000289, 0.286655, 4.80287, 
0, 0.00018, 0.279729, 4.85694, 
0, 0.00017, 0.323073, 3.32965, 
0, 0.000193, 0.286519, 5.38533, 
0, 0.000148, 0.261245, 4.83676, 
1.17093, 0.000155, 0.318584, 5.35035, 
0, 0.000143, 0.704814, 3.27233, 
0, 0.000227, 0.323608, 2.23855, 
0, 0.000107, 0.323015, 3.29795, 
0, 4.9e-05, 0.338421, 2.84727, 
1.72925, 0.000153, 0.371326, 2.96646, 
0, 0.000252, 0.56906, 3.31062, 
0, 0.000151, 0.32514, 2.06672, 
0, 3.8e-05, 0.386778, 2.40808, 
0, 3.7e-05, 0.314879, 2.87866, 
1.18918, 0.000203, 0.383609, 2.47784, 
0, 4.1e-05, 0.598603, 2.28897, 
0, 0.000228, 0.68704, 2.65754, 
0, 0.000154, 0.426081, 2.10215, 
0, 7.5e-05, 0.321576, 2.06696, 
1.50985, 0.000188, 0.372405, 2.09647, 
0, 0.000187, 0.472809, 2.28726, 
0, 0.000164, 0.268273, 1.96604, 
0, 0.000186, 0.288528, 1.96914, 
0, 0.000189, 0.310266, 2.18979, 
1.48519, 0.00015, 0.205309, 1.90571, 
0, 0.000141, 0.22234, 1.86315, 
0, 0.000158, 0.202223, 1.95126, 
0, 9.2e-05, 0.199068, 1.93125, 
0, 5.8e-05, 0.203717, 1.89329, 
1.31696, 0.000125, 0.186287, 1.82363, 
0, 0.000183, 0.202514, 1.89521, 
0, 5.7e-05, 0.192603, 1.832, 
0, 4.3e-05, 0.21606, 2.15745, 
0, 0.000157, 0.298398, 1.94824, 
1.12561, 6.8e-05, 0.195811, 1.8735, 
0, 0.000164, 0.215275, 1.85097, 
0, 4.4e-05, 0.207416, 1.98451, 
0, 3.4e-05, 0.299539, 1.98713, 
0, 0.000144, 0.270015, 1.94713, 
1.37942, 0.000564, 0.357073, 2.03322, 
0, 0.000182, 0.304493, 2.00558, 
0, 0.000146, 0.299897, 1.93376, 
0, 0.000162, 0.290637, 1.8763, 
0, 0.000156, 0.268713, 1.98569, 
1.49781, 0.000194, 0.277543, 1.93778, 
0, 0.000164, 0.258939, 1.84221, 
0, 0.000159, 0.262767, 1.82886, 
0, 0.000133, 0.259308, 2.07161, 
0, 3.5e-05, 0.426464, 1.99046, 
1.71796, 6.9e-05, 0.350579, 1.97342, 
0, 0.000226, 0.281912, 1.94582, 
0, 0.000207, 0.350061, 1.96433, 
0, 0.000166, 0.281446, 1.98886, 
0, 0.000233, 0.313777, 2.09205, 
2.63767, 0.00018, 0.465857, 2.16353, 
0, 6.9e-05, 0.295786, 1.92032, 
0, 0.000156, 0.395761, 2.06292, 
0, 6.6e-05, 0.316864, 1.90294, 
0, 0.000257, 0.338038, 4.06454, 
1.36367, 0.000219, 0.262275, 4.11301, 
0, 5.9e-05, 0.244327, 2.75332, 
0, 5.7e-05, 0.251588, 2.76384, 
0, 7e-05, 0.319259, 2.40413, 
0, 0.000142, 0.248685, 2.22392, 
1.12943, 0.000149, 0.232778, 2.19084, 
0, 4.4e-05, 0.248043, 2.22028, 
0, 0.000166, 0.215446, 2.11544, 
0, 0.000145, 0.222217, 2.07196, 
0, 0.000181, 0.258261, 2.10762, 
0, 0.000147, 0.235617, 2.41581, 
1.30324, 4.5e-05, 0.234789, 2.15061, 
0, 0.000146, 0.281787, 2.30265, 
0, 0.000204, 0.49055, 2.27594, 
0, 0.000222, 0.357292, 2.29696, 
1.11095, 6.2e-05, 0.265235, 2.32416, 
0, 0.000154, 0.288538, 2.14161, 
0, 4.7e-05, 0.271819, 2.34533, 
0, 5e-05, 0.229448, 2.16802, 
0, 0.000129, 0.290313, 2.28588, 
1.82911, 3.6e-05, 0.195498, 1.79635, 
0, 5.7e-05, 0.186042, 2.46135, 
0, 0.000156, 0.43514, 1.81502, 
0, 0.000168, 0.190168, 1.83024, 
0, 0.000146, 0.220079, 1.93495, 
1.24249, 0.000145, 0.209749, 2.12237, 
0, 8.6e-05, 0.466312, 2.04497, 
0, 6.6e-05, 0.218123, 2.08262, 
0, 5.8e-05, 0.237289, 1.98101, 
0, 0.000277, 0.528994, 2.18228, 
1.1464, 0.000213, 0.287904, 2.30918, 
0, 0.000167, 0.316197, 2.61118, 
0, 0.00017, 0.483734, 2.53916, 
0, 0.000157, 0.273717, 2.53368, 
0, 6.1e-05, 0.238621, 2.28661, 
1.39645, 3.6e-05, 0.344248, 2.3781, 
0, 0.00017, 0.231038, 2.02739, 
0, 7e-05, 0.22736, 1.82623, 
0, 0.000627, 0.338267, 2.07577, 
0, 0.000124, 0.202428, 1.80218, 
1.90491, 0.000157, 0.293078, 2.44329, 
0, 5.9e-05, 0.228782, 1.92607, 
0, 6.5e-05, 0.314067, 2.25013, 
0, 0.000149, 0.225126, 2.02565, 
